 Variables="time","Force_axis","Uref","Ud","Area","Force_x","Force_y","Force_z","RatioCT"
   0.13623E-02   0.28201E-02   0.83813E+00   0.86398E+00   0.52805E-03  -0.28201E-02  -0.46980E-18  -0.32248E-18   0.33013E-01
   0.27245E-02   0.28163E-02   0.83819E+00   0.86281E+00   0.52805E-03  -0.28163E-02   0.60914E-07  -0.32254E-07   0.33062E-01
   0.40868E-02   0.28126E-02   0.83824E+00   0.86167E+00   0.52805E-03  -0.28126E-02   0.11332E-06  -0.73991E-07   0.33110E-01
   0.54490E-02   0.28089E-02   0.83829E+00   0.86054E+00   0.52805E-03  -0.28089E-02   0.58123E-07  -0.11585E-06   0.33158E-01
   0.68113E-02   0.28053E-02   0.83834E+00   0.85944E+00   0.52805E-03  -0.28053E-02  -0.63229E-07  -0.14963E-06   0.33204E-01
   0.81735E-02   0.28018E-02   0.83839E+00   0.85836E+00   0.52805E-03  -0.28018E-02  -0.19644E-06  -0.17144E-06   0.33249E-01
