 Variables = r Ft Fa AOA C CL CD CL2 CD2 dA Urel Urel.x Urel.y Urel.z liftdirection.x liftdirection.y liftdirection.z u_ib v_ib w_ib U_lagr_x U_lagr_y U_lagr_z Fx Fy Fz
   1.0833333333350008E-002  -1.4600186799405726E-005   5.6678130177391255E-005  -3.2276950126082049        1.3966666666667999E-002 -0.42560443173181761        2.1265247397116969E-002 -0.37765498123194252        1.2767995641478137E-002   1.6666666667000110E-003  0.14024204210344857        4.1717635905452022E-002 -0.13374865488840795       -6.2262784508188770E-003  0.95473153103305541       0.29714702915094326        1.3832813091621134E-002   0.0000000000000000      -0.39871060240008838       -1.8560808958472765E-002   4.1717635905452022E-002 -0.53011773311851429       -7.5086108019693468E-002  -5.6678130177391255E-005  -1.4584392459476775E-005  -6.7893384471403048E-007
   1.2500000000000006E-002   2.6575906630656525E-005   3.8987175502131773E-005   46.898679845977604        1.4100000000000001E-002  -2.8290155548042568        1.8525312959754507        1.0892317949435442        1.1772600914290816        1.6666666665999821E-003   4.4487640233537559E-002   4.1100827984279067E-002   1.7007211711869506E-002   7.9172112705268999E-004  0.38270471940350598      -0.92287128049963951       -4.2961580222609097E-002   0.0000000000000000      -0.46005069507631702       -2.1416318028974625E-002   4.1100827984279067E-002 -0.44103390492783157       -6.3792986319968117E-002  -3.8987175502131773E-005   2.6547157073612385E-005   1.2358254530173282E-006
   1.4166666666650000E-002   4.1397304271798956E-005   2.3149719159711222E-004  -8.8363376507986668        1.4233333333331998E-002 -0.73672471367835834        2.1757655269517989E-002 -0.77299255836864900        1.9447020360766967E-002   1.6666666667000084E-003  0.21174096887574889        4.3409900681241953E-002  0.20701918581468320        9.6371742700461019E-003  0.97875900344382361      -0.20479239565007731       -9.5335125500244835E-003   0.0000000000000000      -0.52139078775254577       -2.4271827099475465E-002   4.3409900681241953E-002 -0.31267586093577593       -5.1061401144612724E-002  -2.3149719159711222E-004   4.1352521071091033E-005   1.9250459830550332E-006
   1.5833333333350009E-002  -6.5800563989738145E-005   1.0027847702708452E-003  -13.946246817345926        1.4366666666668002E-002 -0.94984021026672016       0.17675125959648025      -0.74016209084770479       0.18692250670224636        1.6666666667000110E-003  0.38052748741212861        4.4970802368438687E-002  0.37745204897888895        1.7571179020343129E-002  0.99299216910582044      -0.11805232178570366       -5.4955814532611346E-003   0.0000000000000000      -0.58273088043061527       -2.7127336170062202E-002   4.4970802368438687E-002 -0.20395373444931025       -3.8020984585524754E-002  -1.0027847702708452E-003  -6.5729381580262891E-005  -3.0598396108002244E-006
   1.7500000000000009E-002  -1.4707728583723711E-004   2.4489130933909521E-003  -15.828837035033503        1.4500000000000001E-002  -1.2178862301816664       0.18001805788876013      -0.70949374484060279       0.21868376218211272        1.6666666665999821E-003  0.52427437337552840        4.5430652810600679E-002  0.52173726103226636        2.4287956152266432E-002  0.99623843750639796       -8.6560603907692477E-002  -4.0295763964876908E-003   0.0000000000000000      -0.64407097310684391       -2.9982845240564063E-002   4.5430652810600679E-002 -0.12137967827873852       -2.6188790528696826E-002  -2.4489130933909521E-003  -1.4691817906139536E-004  -6.8393472299714299E-006
   1.9166666666650001E-002  -2.4421017684116516E-004   4.2146675845329490E-003  -16.859685373147578        1.4633333333332001E-002  -1.3893022629005574       0.17854451578125491      -0.69342386560941860       0.23556580799521731        1.6666666667000084E-003  0.64181821246554516        4.4848987794422701E-002  0.63955670013960653        2.9772696431811144E-002  0.99755554326841078       -6.9802429606952224E-002  -3.2494484796062985E-003   0.0000000000000000      -0.70541106578307256       -3.2838354311064903E-002   4.4848987794422701E-002  -6.5148932609983071E-002  -1.8219287786343331E-002  -4.2146675845329490E-003  -2.4394599264954267E-004  -1.1356194037723797E-005
   2.0833333333349982E-002  -3.5064822848425312E-004   5.9205049542334137E-003  -17.408894214709022        1.4700000000000000E-002  -1.4842136089476887       0.17675538189474749      -0.69970288012637483       0.24456011732413863        1.6666666666999555E-003  0.73474840750402370        4.3600086573365539E-002  0.73266020567651535        3.4106858526402668E-002  0.99823782018688334       -5.9275964370119227E-002  -2.7594195987769789E-003   0.0000000000000000      -0.76675115846114106       -3.5693863381651647E-002   4.3600086573365539E-002  -3.3493748512258920E-002  -1.4415738544821763E-002  -5.9205049542334137E-003  -3.5026890064466756E-004  -1.6305746849531110E-005
   2.2499999999999982E-002  -4.5685794030986434E-004   7.4214711300375109E-003  -17.558213411034192        1.4700000000000000E-002  -1.5093177240713196       0.17455151010572198      -0.70141002198286861       0.24700549499991709        1.6666666666000376E-003  0.81597929281578030        4.3761524819356218E-002  0.81392351953387621        3.7889835038089112E-002  0.99856083945830154       -5.3572663439815330E-002  -2.4939190618894417E-003   0.0000000000000000      -0.82809125113736970       -3.8549372452153507E-002   4.3761524819356218E-002  -1.3510694007847684E-002  -1.4773569628153158E-002  -7.4214711300375109E-003  -4.5636371583810710E-004  -2.1244681466358788E-005
   2.4166666666650002E-002  -5.6000548494841674E-004   8.6911832975056173E-003  -17.511093932567036        1.4700000000000001E-002  -1.4926861541422305       0.17349537024284017      -0.70087131272158731       0.24623382649664582        1.6666666667000110E-003  0.88798250906116272        4.5592328862399084E-002  0.88585195286932372        4.1238253419201537E-002  0.99868104117669365       -5.1288180859647571E-002  -2.3875716397635978E-003   0.0000000000000000      -0.88943134381359945       -4.1404881522655368E-002   4.5592328862399084E-002  -2.7088200003448498E-003  -1.8867637647988642E-002  -8.6911832975056173E-003  -5.5939967646713678E-004  -2.6041220032366706E-005
   2.5833333333349986E-002  -6.5045606791619209E-004   9.7004689136696298E-003  -17.324685188372310        1.4699999999999998E-002  -1.4523012637239234       0.17285051607192053      -0.69874013215362973       0.24318103895932874        1.6666666666999806E-003  0.95100811470967161        4.8962158357185211E-002  0.94871945581882255        4.4164866619146696E-002  0.99867379474419649       -5.1428784691192518E-002  -2.3941170409654804E-003   0.0000000000000000      -0.95077143649166840       -4.4260390593242105E-002   4.8962158357185211E-002  -9.7910129483135618E-004  -2.3142384920073079E-002  -9.7004689136696298E-003  -6.4975241087490449E-004  -3.0247328001713701E-005
