0.009701 0.000000 0.018718 0.000000 0.000000
0.019401 0.009701 0.018718 0.018718 0.009359
0.019401 0.029102 0.018718 0.037436 0.028077
0.017461 0.048503 0.016846 0.056154 0.046795
0.015308 0.065965 0.014769 0.073000 0.063641
0.015282 0.081273 0.014744 0.087769 0.078410
0.015256 0.096554 0.014718 0.102512 0.093153
0.015230 0.111810 0.014693 0.117231 0.107872
0.015204 0.127040 0.014668 0.131924 0.122565
0.015178 0.142244 0.014644 0.146592 0.137233
0.015152 0.157423 0.014619 0.161236 0.151877
0.015127 0.172575 0.014594 0.175855 0.166496
0.015101 0.187702 0.014569 0.190448 0.181089
0.015075 0.202803 0.014544 0.205017 0.195658
0.015050 0.217878 0.014520 0.219562 0.210203
0.015024 0.232928 0.014495 0.234081 0.224722
0.014999 0.247952 0.014470 0.248576 0.239217
0.014973 0.262950 0.014446 0.263046 0.253687
0.014948 0.277923 0.014421 0.277492 0.268133
0.014922 0.292871 0.014397 0.291913 0.282554
0.014897 0.307793 0.014372 0.306310 0.296951
0.014872 0.322690 0.014348 0.320682 0.311323
0.014846 0.337562 0.014323 0.335029 0.325670
0.014821 0.352408 0.014299 0.349353 0.339994
0.014796 0.367229 0.014275 0.363652 0.354293
0.014771 0.382025 0.014250 0.377926 0.368567
0.014746 0.396795 0.014226 0.392177 0.382818
0.014721 0.411541 0.014202 0.406403 0.397044
0.014696 0.426262 0.014178 0.420605 0.411246
0.014592 0.440957 0.014078 0.434783 0.425424
0.014682 0.455549 0.014165 0.448860 0.439501
0.014772 0.470231 0.014252 0.463025 0.453666
0.014864 0.485003 0.014340 0.477277 0.467918
0.014955 0.499867 0.014428 0.491617 0.482258
0.015047 0.514822 0.014517 0.506045 0.496686
0.015140 0.529869 0.014607 0.520563 0.511204
0.015234 0.545010 0.014697 0.535170 0.525811
0.015328 0.560243 0.014788 0.549867 0.540508
0.015422 0.575571 0.014879 0.564654 0.555295
0.015517 0.590993 0.014971 0.579533 0.570174
0.015613 0.606510 0.015063 0.594504 0.585145
0.015709 0.622123 0.015156 0.609567 0.600208
0.015806 0.637833 0.015249 0.624723 0.615364
0.015904 0.653639 0.015344 0.639972 0.630613
0.016002 0.669543 0.015438 0.655316 0.645957
0.016101 0.685545 0.015533 0.670754 0.661395
0.016200 0.701645 0.015629 0.686287 0.676928
0.016300 0.717845 0.015726 0.701917 0.692558
0.016400 0.734145 0.015823 0.717642 0.708283
0.016502 0.750545 0.015920 0.733465 0.724106
0.016603 0.767047 0.016018 0.749385 0.740026
0.016706 0.783650 0.016117 0.765404 0.756045
0.016809 0.800356 0.016217 0.781521 0.772162
0.016912 0.817165 0.016317 0.797738 0.788379
0.017017 0.834077 0.016417 0.814054 0.804695
0.017122 0.851094 0.016519 0.830472 0.821113
0.017227 0.868216 0.016621 0.846990 0.837631
0.017334 0.885443 0.016723 0.863611 0.854252
0.017441 0.902777 0.016826 0.880334 0.870975
0.017548 0.920218 0.016930 0.897160 0.887801
0.017656 0.937766 0.017034 0.914090 0.904731
0.017765 0.955422 0.017140 0.931125 0.921766
0.017875 0.973188 0.017245 0.948264 0.938905
0.008937 0.991063 0.017245 0.965509 0.956150
0.008937 1.000000 0.017245 0.982755 0.964773
0.000000 1.008937 0.000000 1.000000 0.973396
