0.004179 0.000000 0.008197 0.000000 0.000000
0.008359 0.004179 0.008197 0.008197 0.004098
0.008359 0.012538 0.008197 0.016393 0.012295
0.008359 0.020896 0.008197 0.024590 0.020492
0.008359 0.029255 0.008197 0.032787 0.028689
0.009194 0.037613 0.009016 0.040984 0.036885
0.004859 0.046808 0.004765 0.050000 0.045902
0.004916 0.051667 0.004821 0.054765 0.050667
0.004973 0.056583 0.004877 0.059586 0.055488
0.005031 0.061556 0.004934 0.064463 0.060365
0.005090 0.066587 0.004992 0.069397 0.065298
0.005149 0.071677 0.005050 0.074388 0.070290
0.005210 0.076827 0.005109 0.079438 0.075340
0.005270 0.082036 0.005168 0.084547 0.080448
0.005332 0.087307 0.005229 0.089715 0.085617
0.005394 0.092638 0.005290 0.094944 0.090845
0.005457 0.098032 0.005351 0.100233 0.096135
0.005521 0.103489 0.005414 0.105585 0.101486
0.005585 0.109010 0.005477 0.110999 0.106900
0.005650 0.114595 0.005541 0.116476 0.112377
0.005716 0.120246 0.005606 0.122016 0.117918
0.005783 0.125962 0.005671 0.127622 0.123524
0.005850 0.131745 0.005737 0.133293 0.129195
0.005919 0.137595 0.005804 0.139030 0.134932
0.005988 0.143514 0.005872 0.144834 0.140736
0.006058 0.149502 0.005940 0.150706 0.146608
0.006128 0.155559 0.006010 0.156647 0.152548
0.006200 0.161688 0.006080 0.162656 0.158558
0.006272 0.167887 0.006151 0.168736 0.164638
0.006345 0.174160 0.006223 0.174887 0.170789
0.006419 0.180505 0.006295 0.181110 0.177011
0.006494 0.186924 0.006369 0.187405 0.183306
0.006570 0.193419 0.006443 0.193773 0.189675
0.006647 0.199989 0.006518 0.200216 0.196118
0.006724 0.206636 0.006594 0.206735 0.202636
0.006803 0.213360 0.006671 0.213329 0.209230
0.006815 0.220163 0.006683 0.220000 0.215902
0.006848 0.226978 0.006715 0.226683 0.222585
0.006880 0.233825 0.006747 0.233398 0.229300
0.006913 0.240706 0.006779 0.240145 0.236047
0.006946 0.247619 0.006812 0.246924 0.242826
0.006980 0.254565 0.006844 0.253736 0.249638
0.007013 0.261545 0.006877 0.260581 0.256482
0.007046 0.268558 0.006910 0.267458 0.263359
0.007080 0.275604 0.006943 0.274368 0.270270
0.007114 0.282684 0.006976 0.281311 0.277213
0.007148 0.289798 0.007010 0.288287 0.284189
0.007182 0.296946 0.007043 0.295297 0.291199
0.007217 0.304129 0.007077 0.302340 0.298242
0.007251 0.311345 0.007111 0.309417 0.305319
0.007286 0.318596 0.007145 0.316528 0.312430
0.007321 0.325882 0.007179 0.323673 0.319575
0.007356 0.333203 0.007213 0.330852 0.326754
0.007391 0.340559 0.007248 0.338065 0.333967
0.007426 0.347950 0.007283 0.345313 0.341215
0.007462 0.355376 0.007317 0.352596 0.348497
0.007498 0.362838 0.007352 0.359913 0.355815
0.007533 0.370335 0.007388 0.367266 0.363167
0.007569 0.377869 0.007423 0.374653 0.370555
0.007606 0.385438 0.007458 0.382076 0.377978
0.007642 0.393044 0.007494 0.389534 0.385436
0.007679 0.400686 0.007530 0.397029 0.392930
0.007715 0.408364 0.007566 0.404559 0.400460
0.007752 0.416080 0.007602 0.412125 0.408026
0.007789 0.423832 0.007639 0.419727 0.415628
0.007827 0.431621 0.007675 0.427365 0.423267
0.007864 0.439448 0.007712 0.435040 0.430942
0.007902 0.447312 0.007749 0.442752 0.438654
0.007939 0.455214 0.007786 0.450501 0.446403
0.007977 0.463153 0.007823 0.458287 0.454189
0.008016 0.471131 0.007860 0.466110 0.462012
0.008054 0.479146 0.007898 0.473970 0.469872
0.008093 0.487200 0.007936 0.481869 0.477770
0.008131 0.495293 0.007974 0.489804 0.485706
0.008170 0.503424 0.008012 0.497778 0.493680
0.008209 0.511594 0.008050 0.505790 0.501692
0.008249 0.519803 0.008089 0.513841 0.509742
0.008288 0.528052 0.008128 0.521929 0.517831
0.008328 0.536340 0.008166 0.530057 0.525959
0.008367 0.544668 0.008206 0.538223 0.534125
0.008408 0.553035 0.008245 0.546429 0.542331
0.008448 0.561442 0.008284 0.554674 0.550575
0.008488 0.569890 0.008324 0.562958 0.558860
0.008529 0.578378 0.008364 0.571282 0.567183
0.008570 0.586907 0.008404 0.579646 0.575547
0.008611 0.595477 0.008444 0.588049 0.583951
0.008652 0.604087 0.008484 0.596493 0.592395
0.008693 0.612739 0.008525 0.604977 0.600879
0.008735 0.621432 0.008566 0.613502 0.609404
0.008777 0.630167 0.008607 0.622068 0.617970
0.008819 0.638943 0.008648 0.630675 0.626576
0.008861 0.647762 0.008689 0.639323 0.635224
0.008903 0.656623 0.008731 0.648012 0.643913
0.008946 0.665526 0.008773 0.656743 0.652644
0.008989 0.674472 0.008815 0.665515 0.661417
0.009032 0.683460 0.008857 0.674330 0.670231
0.009075 0.692492 0.008899 0.683186 0.679088
0.009118 0.701566 0.008942 0.692085 0.687987
0.009162 0.710684 0.008984 0.701027 0.696929
0.009206 0.719846 0.009027 0.710011 0.705913
0.009250 0.729052 0.009071 0.719039 0.714941
0.009294 0.738301 0.009114 0.728110 0.724011
0.009338 0.747595 0.009158 0.737224 0.733125
0.009383 0.756934 0.009201 0.746381 0.742283
0.009428 0.766317 0.009245 0.755583 0.751484
0.009473 0.775745 0.009290 0.764828 0.760730
0.009518 0.785218 0.009334 0.774118 0.770019
0.009564 0.794736 0.009379 0.783452 0.779353
0.009610 0.804300 0.009424 0.792831 0.788732
0.009656 0.813910 0.009469 0.802254 0.798156
0.009702 0.823565 0.009514 0.811723 0.807625
0.009748 0.833267 0.009560 0.821237 0.817139
0.009795 0.843015 0.009605 0.830797 0.826698
0.009842 0.852810 0.009651 0.840402 0.836304
0.009889 0.862652 0.009697 0.850053 0.845955
0.009936 0.872541 0.009744 0.859751 0.855652
