0.007474 0.000000 0.014423 0.000000 0.000000
0.014948 0.007474 0.014423 0.014423 0.007212
0.014948 0.022423 0.014423 0.028846 0.021635
0.014948 0.037371 0.014423 0.043269 0.036058
0.014948 0.052320 0.014423 0.057692 0.050481
0.014948 0.067268 0.014423 0.072115 0.064904
0.014948 0.082216 0.014423 0.086538 0.079327
0.014948 0.097165 0.014423 0.100962 0.093750
0.014948 0.112113 0.014423 0.115385 0.108173
0.014948 0.127062 0.014423 0.129808 0.122596
0.014948 0.142010 0.014423 0.144231 0.137019
0.014948 0.156959 0.014423 0.158654 0.151442
0.014948 0.171907 0.014423 0.173077 0.165865
0.014948 0.186856 0.014423 0.187500 0.180288
0.014948 0.201804 0.014423 0.201923 0.194712
0.014948 0.216752 0.014423 0.216346 0.209135
0.014948 0.231701 0.014423 0.230769 0.223558
0.014948 0.246649 0.014423 0.245192 0.237981
0.014948 0.261598 0.014423 0.259615 0.252404
0.014948 0.276546 0.014423 0.274038 0.266827
0.014948 0.291495 0.014423 0.288462 0.281250
0.014948 0.306443 0.014423 0.302885 0.295673
0.014948 0.321391 0.014423 0.317308 0.310096
0.014948 0.336340 0.014423 0.331731 0.324519
0.014948 0.351288 0.014423 0.346154 0.338942
0.014948 0.366237 0.014423 0.360577 0.353365
0.015242 0.381185 0.014706 0.375000 0.367788
0.015242 0.396427 0.014706 0.389706 0.382494
0.015242 0.411668 0.014706 0.404412 0.397200
0.015242 0.426910 0.014706 0.419118 0.411906
0.015242 0.442151 0.014706 0.433824 0.426612
0.015242 0.457393 0.014706 0.448529 0.441318
0.015242 0.472635 0.014706 0.463235 0.456024
0.015242 0.487876 0.014706 0.477941 0.470730
0.015242 0.503118 0.014706 0.492647 0.485436
0.015242 0.518359 0.014706 0.507353 0.500141
0.015242 0.533601 0.014706 0.522059 0.514847
0.015242 0.548842 0.014706 0.536765 0.529553
0.015242 0.564084 0.014706 0.551471 0.544259
0.015242 0.579325 0.014706 0.566176 0.558965
0.015242 0.594567 0.014706 0.580882 0.573671
0.015242 0.609808 0.014706 0.595588 0.588377
0.015242 0.625050 0.014706 0.610294 0.603083
0.015441 0.640292 0.014898 0.625000 0.617788
0.015645 0.655732 0.015095 0.639898 0.632686
0.015851 0.671377 0.015294 0.654993 0.647781
0.016061 0.687228 0.015496 0.670287 0.663075
0.016273 0.703289 0.015701 0.685783 0.678572
0.016488 0.719562 0.015908 0.701484 0.694273
0.016706 0.736050 0.016119 0.717393 0.710181
0.016927 0.752755 0.016332 0.733511 0.726300
0.017150 0.769682 0.016547 0.749843 0.742631
0.017377 0.786832 0.016766 0.766390 0.759179
0.017606 0.804209 0.016988 0.783156 0.775945
0.017839 0.821815 0.017212 0.800144 0.792932
0.018075 0.839654 0.017439 0.817356 0.810144
0.018313 0.857729 0.017670 0.834795 0.827584
0.018555 0.876042 0.017903 0.852465 0.845254
0.018801 0.894598 0.018140 0.870369 0.863157
0.019049 0.913398 0.018380 0.888508 0.881297
0.019301 0.932447 0.018622 0.906888 0.899676
0.019301 0.951748 0.018622 0.925510 0.918299
0.019301 0.971049 0.018622 0.944133 0.936921
0.009650 0.990350 0.018622 0.962755 0.955544
0.009650 1.000000 0.018622 0.981378 0.964855
0.000000 1.009650 0.000000 1.000000 0.974166
